PUBLICATION,EXTRACT_DATE,PRACTICE_CODE,PRACTICE_NAME,PRACTICE_POSTCODE,PCN_CODE,PCN_NAME,ONS_SUB_ICB_LOCATION_CODE,SUB_ICB_LOCATION_CODE,SUB_ICB_LOCATION_NAME,ONS_ICB_CODE,ICB_CODE,ICB_NAME,ONS_COMM_REGION_CODE,COMM_REGION_CODE,COMM_REGION_NAME,SUPPLIER_NAME
GP_PRAC_PAT_LIST,01Mar2026,G85001,FOREST HILL GROUP PRACTICE,SE22 0SQ,U60094,SOUTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85002,STREATHAM HIGH PRACTICE,SW16 2ST,U18315,AT MEDICS STREATHAM PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85004,MODALITY LEWISHAM (ML),SE23 1HU,U22506,MODALITY LEWISHAM PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85006,THE ACORN & GAUMONT HOUSE SURGERY,SE15 5SL,U60094,SOUTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85011,CLAPHAM FAMILY PRACTICE,SW4 7DB,U45098,CLAPHAM PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85013,CAMBERWELL GREEN SURGERY,SE5 7AF,U60094,SOUTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85014,STREATHAM COMMON PRACTICE,SW16 3NP,U99355,STREATHAM PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85015,THE QRP SURGERY,SE14 5HD,U53896,NORTH LEWISHAM PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85016,HERNE HILL GROUP PRACTICE,SE24 9QP,U39721,"HILLS, BROOKS & DALES GROUP PCN",E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85019,TRAFALGAR SURGERY,SE15 6NR,U06180,NORTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85020,KINGFISHER MEDICAL CENTRE,SE8 5DA,U53896,NORTH LEWISHAM PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85021,PRENTIS MEDICAL CENTRE,SW16 1XU,U39721,"HILLS, BROOKS & DALES GROUP PCN",E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85022,NORTH WOOD GROUP PRACTICE,SE19 3NY,U39721,"HILLS, BROOKS & DALES GROUP PCN",E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85023,LEWISHAM MEDICAL CENTRE,SE13 5PJ,U21222,LEWISHAM ALLIANCE PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85024,SYDENHAM GREEN GROUP PRACTICE,SE26 4TH,U23546,APLOS HEALTH PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85025,BRIXTON HILL GROUP PRACTICE,SW2 1AE,U39721,"HILLS, BROOKS & DALES GROUP PCN",E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85026,CLIFTON RISE FAMILY PRACTICE,SE8 4BG,U53896,NORTH LEWISHAM PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85028,STOCKWELL GROUP PRACTICE,SW9 9TJ,U65434,STOCKWELLBEING PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85029,FALMOUTH ROAD GROUP PRACTICE,SE1 4JW,U06180,NORTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85030,PARKSIDE MEDICAL CENTRE,SE5 7AQ,U60094,SOUTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85031,DMC CHADWICK ROAD,SE15 4PU,U60094,SOUTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85032,TORRIDON ROAD MEDICAL PRACTICE,SE6 1RB,U58020,SEVENFIELDS PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85034,NEXUS HEALTH GROUP,SE1 6JP,U06180,NORTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85038,THE LEWISHAM CARE PARTNERSHIP,SE13 7SX,U11059,LEWISHAM CARE PARTNERSHIP PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85039,PAXTON GREEN GROUP PRACTICE,SE21 8AU,U60524,CROXTED PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85040,QUEENS ROAD SURGERY,SE15 2UA,U60094,SOUTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85041,PALACE ROAD SURGERY,SW2 3DY,U99355,STREATHAM PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85042,ST GILES SURGERY,SE5 7RF,U60094,SOUTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85044,VALLEY ROAD SURGERY,SW16 2XT,U99355,STREATHAM PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85045,HETHERINGTON GROUP PRACTICE,SW4 7NU,U36779,BRIXTON AND CLAPHAM PARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85046,LEE ROAD SURGERY,SE3 9RT,U21222,LEWISHAM ALLIANCE PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85047,KNIGHTS HILL SURGERY SUITE 1,SE27 0DF,U39721,"HILLS, BROOKS & DALES GROUP PCN",E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85051,ELM LODGE SURGERY,SE24 9HJ,U60094,SOUTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85052,OLD KENT ROAD SURGERY,SE1 5TY,U06180,NORTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85053,HURLEY AND RIVERSIDE PRACTICES,SE11 4HJ,U38045,NORTH LAMBETH PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85054,LAMBETH WALK GROUP PRACTICE,SW9 6AF,U38045,NORTH LAMBETH PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85057,ASHDOWN MEDICAL GROUP,BR1 5EP,U58020,SEVENFIELDS PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85061,WOOLSTONE MEDICAL CENTRE,SE23 2SG,U23546,APLOS HEALTH PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85073,VASSALL MEDICAL CENTRE,SW9 6NA,U41041,FIVEWAYS PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85076,NEW CROSS CENTRE (HURLEY GROUP),SE14 6LD,U53896,NORTH LEWISHAM PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85083,SANDMERE PRACTICE,SW4 7QJ,U45098,CLAPHAM PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85084,PENROSE SURGERY,SE17 3DW,U06180,NORTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85085,GROVE MEDICAL CENTRE,SE8 3QH,U53896,NORTH LEWISHAM PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85086,THE SOUTH LAMBETH RD PRACTICE,SW8 1UL,U38045,NORTH LAMBETH PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85087,SILVERLOCK MEDICAL CENTRE,SE16 3HA,U06180,NORTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85091,THE THREE ZERO SIX MEDICAL CENTRE,SE22 8LY,U60094,SOUTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85096,THE VALE SURGERY,SW16 5SE,U99355,STREATHAM PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85100,BECKETT HOUSE PRACTICE,SW9 9DL,U65434,STOCKWELLBEING PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85102,GRAY'S INN MEDICAL GROUP VAUXHALL,SE11 5NH,U38045,NORTH LAMBETH PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85104,ICO HEALTH GROUP,BR1 5EP,U42936,RAVENSBOURNE PCN LTD,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85105,VESTA ROAD SURGERY,SE4 2NH,U53896,NORTH LEWISHAM PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85109,CLAPHAM PARK GROUP PRACTICE,SW4 8JP,U36779,BRIXTON AND CLAPHAM PARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85114,WELLS PARK PRACTICE,SE26 6JQ,U23546,APLOS HEALTH PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85119,STERNHALL LANE SURGERY,SE15 4NT,U60094,SOUTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85120,TRIANGLE GROUP PRACTICE,SE13 6DQ,U21222,LEWISHAM ALLIANCE PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85121,PARKVIEW SURGERY,SE6 1AT,U58020,SEVENFIELDS PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85123,BINFIELD ROAD SURGERY,SW4 6TB,U65434,STOCKWELLBEING PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85125,PARK MEDICAL CENTRE,SE16 2PE,U06180,NORTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85127,THE CORNER SURGERY,SE5 9NS,U41041,FIVEWAYS PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85129,THE DEERBROOK SURGERY,SE27 9AW,U41041,FIVEWAYS PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85130,MAWBEY GROUP PRACTICE,SW8 2UD,U38045,NORTH LAMBETH PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85132,TESSA JOWELL GP SURGERY,SE22 8EY,U60094,SOUTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85134,THE LISTER PRIMARY CARE CENTRE,SE15 5LJ,U60094,SOUTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85135,MINET GREEN HEALTH PRACTICE,SW9 6AF,U41041,FIVEWAYS PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85136,WATERLOO HEALTH CENTRE,SE1 7AE,U38045,NORTH LAMBETH PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85137,BROCKWELL PARK SURGERY,SE24 9AE,U60524,CROXTED PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85138,ALBION STREET GROUP PRACTICE,SE16 7JX,U06180,NORTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85623,BERMONDSEY SPA MEDICAL CENTRE,SE16 4BL,U06180,NORTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85632,THE VILLA STREET MEDICAL CENTRE,SE17 2EL,U06180,NORTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85633,NOVUM HEALTH PARTNERSHIP,SE6 4JH,U42936,RAVENSBOURNE PCN LTD,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85642,BLACKFRIARS MEDICAL PRACTICE,SE1 8EE,U06180,NORTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85644,THE GARDENS SURGERY,SE22 9QU,U60094,SOUTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85647,THE EXCHANGE SURGERY,SW16 2ST,U99355,STREATHAM PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85651,THE DULWICH MEDICAL CENTRE,SE22 9EP,U60094,SOUTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85662,THE STREATHAM HILL GROUP PRACTICE,SW16 2PG,U99355,STREATHAM PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85673,SPRINGFIELD MEDICAL CENTRE,SW8 2SH,U65434,STOCKWELLBEING PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85674,GRAFTON SQUARE SURGERY,SW4 0DE,U45098,CLAPHAM PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85681,THE LORDSHIP LANE SURGERY,SE22 8JN,U60094,SOUTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85685,THE NUNHEAD SURGERY,SE15 3LY,U60094,SOUTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85690,HERNE HILL ROAD MEDICAL PRACTICE,SE24 0AU,U41041,FIVEWAYS PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85695,AKERMAN MEDICAL PRACTICE,SW9 6AF,U39721,"HILLS, BROOKS & DALES GROUP PCN",E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85696,VALE MEDICAL CENTRE,SE23 2JF,U23546,APLOS HEALTH PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85698,AMERSHAM VALE TRAINING PRACTICE,SE14 6LD,U53896,NORTH LEWISHAM PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85705,THE NEW MILL STREET SURGERY,SE1 2BP,U06180,NORTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85706,THE OLD DAIRY HEALTH CENTRE,SE21 8SZ,U60524,CROXTED PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85708,DR CURRAN & PARTNERS,SW4 6EB,U45098,CLAPHAM PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85711,DEPTFORD SURGERY,SE14 6TJ,U53896,NORTH LEWISHAM PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85715,THE LISTER PRACTICE,SE15 5LJ,U60094,SOUTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85716,OAKVIEW FAMILY PRACTICE,BR1 5NJ,U58020,SEVENFIELDS PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85721,EAST STREET,SE17 2GN,U06180,NORTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85722,WOODLANDS HEALTH CENTRE,SE13 6RN,U21222,LEWISHAM ALLIANCE PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85724,EDITH CAVELL PRACTICE,SW2 4TP,U18315,AT MEDICS STREATHAM PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85726,BRUNSWICK PARK FAMILY PRACTICE,SE5 7RF,U60094,SOUTH SOUTHWARK PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85727,NIGHTINGALE SURGERY,SE12 8NP,U21222,LEWISHAM ALLIANCE PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,G85736,DEPTFORD MEDICAL CENTRE,SE14 6TG,U53896,NORTH LEWISHAM PCN,E38000244,72Q,NHS South East London ICB - 72Q,E54000030,QKK,NHS South East London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,H83001,PORTLAND MEDICAL CENTRE,SE25 4QB,U44012,KESTON MOORINGS & PARKSIDE PCN,E38000245,36L,NHS South West London ICB - 36L,E54000031,QWE,NHS South West London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,H83004,FARLEY ROAD MEDICAL PRACTICE,CR2 7NG,U52199,SELSDON ADDINGTON & SHIRLEY PCN,E38000245,36L,NHS South West London ICB - 36L,E54000031,QWE,NHS South West London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,H83005,UPPER NORWOOD GROUP PRACTICE,SE19 2NT,U33024,ONE THORNTON HEATH PCN,E38000245,36L,NHS South West London ICB - 36L,E54000031,QWE,NHS South West London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,H83006,NEW ADDINGTON GROUP PRACTICE,CR0 0JA,U30526,MAYDAY SOUTH PCN,E38000245,36L,NHS South West London ICB - 36L,E54000031,QWE,NHS South West London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,H83007,VIOLET LANE MEDICAL PRACTICE,CR0 4HN,U09071,GPNET5 PCN,E38000245,36L,NHS South West London ICB - 36L,E54000031,QWE,NHS South West London Integrated Care Board,E40000003,Y56,London,EMIS
GP_PRAC_PAT_LIST,01Mar2026,H83008,NORTHWAY ROAD SURGERY,CR0 6JJ,U74798,CROYDON GP SUPER NETWORK PCN,E38000245,36L,NHS South West London ICB - 36L,E54000031,QWE,NHS South West London Integrated Care Board,E40000003,Y56,London,EMIS
