"ACH_DATE","ORG_TYPE","ORG_CODE","ONS_CODE","AREA_NAME","DEMENTIA_REGISTER_65_PLUS","DEMENTIA_ESTIMATE_65_PLUS","DIAG_RATE_65_PLUS","DIAG_RATE_65_PLUS_LL","DIAG_RATE_65_PLUS_UL","PAT_LIST_65_PLUS","Prevalence_65_PLUS_percent","Prevalence_65_PLUS_percent_LCI","Prevalence_65_PLUS_percent_UCI","ASS_Received_GP_Mem_Clinic","ASS_Received_GP","MemoryClinicPercent","MemoryClinicPercent_LCI","MemoryClinicPercent_UCI","DEM_REGISTER_WITH_ANTIPSYMEDS_ALL_AGES","DEMENTIA_REGISTER_ALL_AGES","AP_Percent","AP_Percent_LCI","AP_Percent_UCI","DIAG_Received_Care_Plan","CarePlansPercent","CarePlansPercent_LCI","CarePlansPercent_UCI"
2024-09-30,"SUB_ICB_LOC","02E","E38000194","NHS CHESHIRE AND MERSEYSIDE ICB - 02E",2009,2773.7,72.4,64.5,79.2,43828,4.6,4.4,4.8,92,1096,8.4,6.9,10.2,269,2067,13,11.6,14.5,1230,59.5,57.4,61.6
2024-09-30,"SUB_ICB_LOC","07H","E38000197","NHS HERTFORDSHIRE AND WEST ESSEX ICB - 07H",2999,4118.2,72.8,65.2,79.3,61210,4.9,4.7,5.1,37,647,5.7,4.2,7.8,238,3085,7.7,6.8,8.7,1832,59.4,57.6,61.1
2024-09-30,"SUB_ICB_LOC","02G","E38000200","NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02G",1190,1711,69.6,61.6,76.6,26419,4.5,4.3,4.8,21,288,7.3,4.8,10.9,91,1219,7.5,6.1,9.1,681,55.9,53.1,58.6
2024-09-30,"SUB_ICB_LOC","04V","E38000201","NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04V",3262,5319.3,61.3,54.9,66.9,84234,3.9,3.7,4,113,947,11.9,10,14.2,283,3347,8.5,7.6,9.4,2022,60.4,58.7,62.1
2024-09-30,"SUB_ICB_LOC","03L","E38000141","NHS SOUTH YORKSHIRE ICB - 03L",2962,3282.8,90.2,80.7,98.4,52260,5.7,5.5,5.9,174,1048,16.6,14.5,19,186,3081,6,5.2,6.9,2102,68.2,66.6,69.8
2024-09-30,"SUB_ICB_LOC","01G","E38000143","NHS GREATER MANCHESTER ICB - 01G",1983,2408.5,82.3,73.3,90.1,39806,5,4.8,5.2,83,451,18.4,15.1,22.2,129,2052,6.3,5.3,7.4,1437,70,68,72
2024-09-30,"SUB_ICB_LOC","03N","E38000146","NHS SOUTH YORKSHIRE ICB - 03N",4565,6383.1,71.5,64.2,77.8,97562,4.7,4.5,4.8,153,1282,11.9,10.3,13.8,464,4742,9.8,9,10.7,3011,63.5,62.1,64.9
2024-09-30,"SUB_ICB_LOC","11X","E38000150","NHS SOMERSET ICB - 11X",5632,10038.3,56.1,50.4,61,151115,3.7,3.6,3.8,68,583,11.7,9.3,14.5,424,5791,7.3,6.7,8,3455,59.7,58.4,60.9
2024-09-30,"SUB_ICB_LOC","05Q","E38000153","NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05Q",2158,3220.2,67,59.9,73.3,49565,4.4,4.2,4.5,85,475,17.9,14.7,21.6,113,2221,5.1,4.2,6.1,1439,64.8,62.8,66.7
2024-09-30,"SUB_ICB_LOC","01T","E38000161","NHS CHESHIRE AND MERSEYSIDE ICB - 01T",1195,2045,58.4,51.7,64.3,32591,3.7,3.5,3.9,121,981,12.3,10.4,14.5,101,1217,8.3,6.9,10,827,68,65.3,70.5
2024-09-30,"SUB_ICB_LOC","00N","E38000163","NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N",1494,2053.4,72.8,64.6,79.8,33270,4.5,4.3,4.7,66,515,12.8,10.2,16,108,1540,7,5.8,8.4,941,61.1,58.6,63.5
2024-09-30,"SUB_ICB_LOC","99G","E38000168","NHS MID AND SOUTH ESSEX ICB - 99G",2131,2485.2,85.7,76.7,93.7,36783,5.8,5.6,6,83,318,26.1,21.6,31.2,170,2203,7.7,6.7,8.9,1637,74.3,72.4,76.1
2024-09-30,"SUB_ICB_LOC","01V","E38000170","NHS CHESHIRE AND MERSEYSIDE ICB - 01V",1811,2424.9,74.7,66.8,81.8,34564,5.2,5,5.5,183,1224,15,13.1,17.1,189,1858,10.2,8.9,11.6,1163,62.6,60.4,64.8
2024-09-30,"SUB_ICB_LOC","01X","E38000172","NHS CHESHIRE AND MERSEYSIDE ICB - 01X",1806,2631.2,68.6,61.1,75.2,41827,4.3,4.1,4.5,83,637,13,10.6,15.9,139,1869,7.4,6.3,8.7,1209,64.7,62.5,66.8
2024-09-30,"SUB_ICB_LOC","05V","E38000173","NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05V",1486,2388,62.2,55.4,68.3,36259,4.1,3.9,4.3,65,528,12.3,9.8,15.4,82,1520,5.4,4.4,6.6,851,56,53.5,58.5
2024-09-30,"SUB_ICB_LOC","01W","E38000174","NHS GREATER MANCHESTER ICB - 01W",3259,4260.9,76.5,68.6,83.4,63804,5.1,4.9,5.3,41,580,7.1,5.3,9.4,222,3347,6.6,5.8,7.5,2228,66.6,65,68.1
2024-09-30,"SUB_ICB_LOC","05W","E38000175","NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W",3096,3273.4,94.6,84.6,103.1,51633,6,5.8,6.2,69,1484,4.6,3.7,5.8,268,3182,8.4,7.5,9.4,2057,64.6,63,66.3
2024-09-30,"SUB_ICB_LOC","00P","E38000176","NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P",2453,3662.2,67,59.7,73.2,59385,4.1,4,4.3,118,647,18.2,15.5,21.4,247,2532,9.8,8.7,11,1542,60.9,59,62.8
2024-09-30,"SUB_ICB_LOC","07G","E38000185","NHS MID AND SOUTH ESSEX ICB - 07G",1063,1602.3,66.3,58.6,73.2,26027,4.1,3.9,4.3,64,520,12.3,9.8,15.4,115,1100,10.5,8.8,12.4,781,71,68.2,73.6
2024-09-30,"SUB_ICB_LOC","06L","E38000086","NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06L",3719,6427.6,57.9,51.9,63,96308,3.9,3.7,4,548,1355,40.4,37.9,43.1,313,3815,8.2,7.4,9.1,2675,70.1,68.6,71.5
2024-09-30,"SUB_ICB_LOC","11N","E38000089","NHS CORNWALL AND THE ISLES OF SCILLY ICB - 11N",6061,9898,61.2,54.9,66.6,154057,3.9,3.8,4,215,1502,14.3,12.6,16.2,567,6179,9.2,8.5,9.9,3192,51.7,50.4,52.9
2024-09-30,"SUB_ICB_LOC","01J","E38000091","NHS CHESHIRE AND MERSEYSIDE ICB - 01J",1065,1699.3,62.7,55.1,69.1,29623,3.6,3.4,3.8,111,469,23.7,20,27.7,122,1117,10.9,9.2,12.9,695,62.2,59.3,65
2024-09-30,"SUB_ICB_LOC","04C","E38000097","NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04C",2352,3040,77.4,68.8,84.6,52138,4.5,4.3,4.7,11,1805,0.6,0.3,1.1,296,2494,11.9,10.7,13.2,1401,56.2,54.2,58.1
2024-09-30,"SUB_ICB_LOC","99A","E38000101","NHS CHESHIRE AND MERSEYSIDE ICB - 99A",3357,5060.7,66.3,59.1,72.4,86532,3.9,3.8,4,163,1482,11,9.5,12.7,413,3483,11.9,10.8,13,2370,68,66.5,69.6
2024-09-30,"SUB_ICB_LOC","06Q","E38000106","NHS MID AND SOUTH ESSEX ICB - 06Q",3604,5689.2,63.3,56.8,69.1,86419,4.2,4,4.3,125,1030,12.1,10.3,14.3,401,3702,10.8,9.9,11.9,2323,62.7,61.2,64.3
2024-09-30,"SUB_ICB_LOC","06T","E38000117","NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T",3833,5666.8,67.6,60.7,73.7,84352,4.5,4.4,4.7,132,999,13.2,11.3,15.5,624,3981,15.7,14.6,16.8,2596,65.2,63.7,66.7
2024-09-30,"SUB_ICB_LOC","03H","E38000119","NHS HUMBER AND NORTH YORKSHIRE ICB - 03H",1559,2326.7,67,59.6,73.5,36558,4.3,4.1,4.5,174,718,24.2,21.2,27.5,126,1656,7.6,6.4,9,973,58.8,56.4,61.1
2024-09-30,"SUB_ICB_LOC","03K","E38000122","NHS HUMBER AND NORTH YORKSHIRE ICB - 03K",1500,2568,58.4,51.9,64.1,40910,3.7,3.5,3.9,116,921,12.6,10.6,14.9,106,1595,6.6,5.5,8,769,48.2,45.8,50.7
2024-09-30,"SUB_ICB_LOC","05G","E38000126","NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05G",2609,3519.2,74.1,66.3,80.8,53810,4.8,4.7,5,84,1234,6.8,5.5,8.4,283,2653,10.7,9.5,11.9,1660,62.6,60.7,64.4
2024-09-30,"SUB_ICB_LOC","99C","E38000127","NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C",2060,2976.5,69.2,61.7,75.7,47756,4.3,4.1,4.5,48,1096,4.4,3.3,5.8,161,2124,7.6,6.5,8.8,1235,58.1,56,60.2
2024-09-30,"SUB_ICB_LOC","00L","E38000130","NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L",3552,5556.5,63.9,57.2,69.7,89830,4,3.8,4.1,139,1303,10.7,9.1,12.5,215,3662,5.9,5.2,6.7,2356,64.3,62.8,65.9
2024-09-30,"SUB_ICB_LOC","00Y","E38000135","NHS GREATER MANCHESTER ICB - 00Y",1874,2541.8,73.7,65.6,80.7,41541,4.5,4.3,4.7,100,1022,9.8,8.1,11.8,128,1954,6.6,5.5,7.7,1282,65.6,63.5,67.7
2024-09-30,"SUB_ICB_LOC","10Q","E38000136","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 10Q",6093,9661.9,63.1,56.7,68.6,143757,4.2,4.1,4.3,86,782,11,9,13.4,547,6221,8.8,8.1,9.5,3940,63.3,62.1,64.5
2024-09-30,"SUB_ICB_LOC","10R","E38000137","NHS HAMPSHIRE AND ISLE OF WIGHT ICB - 10R",1538,2219.2,69.3,61.6,76,34975,4.4,4.2,4.6,5,722,0.7,0.3,1.6,172,1587,10.8,9.4,12.5,853,53.7,51.3,56.2
2024-09-30,"SUB_ICB_LOC","04Y","E38000028","NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 04Y",1419,1851.4,76.6,68.1,84.2,29188,4.9,4.6,5.1,102,343,29.7,25.1,34.8,141,1460,9.7,8.2,11.3,956,65.5,63,67.9
2024-09-30,"SUB_ICB_LOC","99F","E38000030","NHS MID AND SOUTH ESSEX ICB - 99F",2071,3063.6,67.6,60.5,74,44842,4.6,4.4,4.8,109,377,28.9,24.6,33.7,145,2121,6.8,5.8,8,1363,64.3,62.2,66.3
2024-09-30,"SUB_ICB_LOC","00X","E38000034","NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X",1806,2532.3,71.3,63.5,78.1,40431,4.5,4.3,4.7,30,505,5.9,4.2,8.4,101,1856,5.4,4.5,6.6,1234,66.5,64.3,68.6
2024-09-30,"SUB_ICB_LOC","02X","E38000044","NHS SOUTH YORKSHIRE ICB - 02X",2749,3796.4,72.4,64.6,79.1,61466,4.5,4.3,4.6,110,1495,7.4,6.1,8.8,182,2867,6.3,5.5,7.3,1763,61.5,59.7,63.3
2024-09-30,"SUB_ICB_LOC","11J","E38000045","NHS DORSET ICB - 11J",8484,14514,58.5,52.7,63.5,209456,4.1,4,4.1,162,3739,4.3,3.7,5,668,8705,7.7,7.1,8.3,5564,63.9,62.9,64.9
2024-09-30,"SUB_ICB_LOC","06K","E38000049","NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06K",4689,7484.6,62.6,56.3,68.1,110034,4.3,4.1,4.4,114,1437,7.9,6.6,9.4,375,4825,7.8,7,8.6,2964,61.4,60,62.8
2024-09-30,"SUB_ICB_LOC","01A","E38000050","NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A",3029,4494.4,67.4,60.2,73.6,73817,4.1,4,4.2,173,1693,10.2,8.9,11.8,235,3143,7.5,6.6,8.4,2124,67.6,65.9,69.2
2024-09-30,"SUB_ICB_LOC","03W","E38000051","NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 03W",3349,5482,61.1,54.8,66.6,82078,4.1,3.9,4.2,54,1095,4.9,3.8,6.4,325,3446,9.4,8.5,10.5,2254,65.4,63.8,67
2024-09-30,"SUB_ICB_LOC","02Y","E38000052","NHS HUMBER AND NORTH YORKSHIRE ICB - 02Y",3332,5580.3,59.7,53.5,65.1,86076,3.9,3.7,4,258,1357,19,17,21.2,247,3422,7.2,6.4,8.1,2188,63.9,62.3,65.5
2024-09-30,"SUB_ICB_LOC","05D","E38000053","NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05D",1212,1946,62.3,55.2,68.5,30223,4,3.8,4.2,50,251,19.9,15.4,25.3,56,1252,4.5,3.5,5.8,845,67.5,64.8,70
2024-09-30,"SUB_ICB_LOC","11M","E38000062","NHS GLOUCESTERSHIRE ICB - 11M",6556,10000,65.6,58.9,71.2,151375,4.3,4.2,4.4,218,2217,9.8,8.7,11.1,598,6724,8.9,8.2,9.6,4340,64.5,63.4,65.7
2024-09-30,"SUB_ICB_LOC","01F","E38000068","NHS CHESHIRE AND MERSEYSIDE ICB - 01F",1000,1454.2,68.8,60.4,76,25669,3.9,3.7,4.1,81,347,23.3,19.2,28.1,80,1041,7.7,6.2,9.5,642,61.7,58.7,64.6
2024-09-30,"SUB_ICB_LOC","06N","E38000079","NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06N",4873,7784.9,62.6,56.2,68.1,114805,4.2,4.1,4.4,204,542,37.6,33.7,41.8,492,5008,9.8,9,10.7,3122,62.3,61,63.7
2024-09-30,"SUB_ICB_LOC","01D","E38000080","NHS GREATER MANCHESTER ICB - 01D",1879,2379,79,70.2,86.5,40400,4.7,4.4,4.9,70,949,7.4,5.9,9.2,140,1968,7.1,6.1,8.3,1291,65.6,63.5,67.7
2024-09-30,"SUB_ICB_LOC","03F","E38000085","NHS HUMBER AND NORTH YORKSHIRE ICB - 03F",1934,2907.2,66.5,59.1,72.9,49230,3.9,3.8,4.1,179,945,18.9,16.6,21.6,214,2014,10.6,9.4,12,1253,62.2,60.1,64.3
2024-09-30,"ICB","QUA","E54000062","NHS BLACK COUNTRY INTEGRATED CARE BOARD",9570,14554.9,65.8,59.1,71.4,222005,4.3,4.2,4.4,305,4118,7.4,6.6,8.2,1079,9970,10.8,10.2,11.4,4839,48.5,47.6,49.5
2024-09-30,"ICB","QXU","E54000063","NHS SURREY HEARTLANDS ICB",10248,15113,67.8,61.1,73.6,215451,4.8,4.7,4.8,111,1201,9.2,7.7,11,1012,10434,9.7,9.1,10.3,6558,62.9,61.9,63.8
2024-09-30,"NHS_REGION","Y59","E40000005","SOUTH EAST",81351,128921.8,63.1,57,68.4,1917904,4.2,4.2,4.3,1789,18467,9.7,9.3,10.1,7594,83304,9.1,8.9,9.3,52321,62.8,62.5,63.1
2024-09-30,"NHS_REGION","Y58","E40000006","SOUTH WEST",55889,90766.2,61.6,55.5,66.8,1362843,4.1,4.1,4.1,1545,15237,10.1,9.7,10.6,4635,57315,8.1,7.9,8.3,35441,61.8,61.4,62.2
2024-09-30,"NHS_REGION","Y63","E40000012","NORTH EAST AND YORKSHIRE",75856,111679.1,67.9,61.2,73.6,1774743,4.3,4.2,4.3,4626,29764,15.5,15.1,16,5931,78640,7.5,7.4,7.7,50139,63.8,63.4,64.1
2024-09-30,"NHS_REGION","Y61","E40000013","EAST OF ENGLAND",58913,92100.1,64,57.7,69.3,1390782,4.2,4.2,4.3,2879,15852,18.2,17.6,18.8,6037,60711,9.9,9.7,10.2,38276,63,62.7,63.4
2024-09-30,"NHS_REGION","Y62","E40000014","NORTH WEST",62607,89017.6,70.3,63.3,76.3,1421478,4.4,4.4,4.4,2301,21965,10.5,10.1,10.9,5455,64714,8.4,8.2,8.6,42205,65.2,64.8,65.6
2024-09-30,"SUB_ICB_LOC","02P","E38000006","NHS SOUTH YORKSHIRE ICB - 02P",2314,3135.7,73.8,65.8,80.7,51637,4.5,4.3,4.7,72,654,11,8.8,13.6,83,2404,3.5,2.8,4.3,1574,65.5,63.6,67.3
2024-09-30,"SUB_ICB_LOC","99E","E38000007","NHS MID AND SOUTH ESSEX ICB - 99E",2175,3522.2,61.8,55.2,67.5,52499,4.1,4,4.3,144,897,16.1,13.8,18.6,205,2255,9.1,8,10.3,1395,61.9,59.8,63.8
2024-09-30,"SUB_ICB_LOC","02Q","E38000008","NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 02Q",1363,1768.2,77.1,68.5,84.7,27917,4.9,4.6,5.1,63,408,15.4,12.3,19.3,127,1410,9,7.6,10.6,843,59.8,57.2,62.3
2024-09-30,"SUB_ICB_LOC","00Q","E38000014","NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00Q",1057,1607,65.8,58,72.6,27143,3.9,3.7,4.1,44,523,8.4,6.3,11.1,92,1100,8.4,6.9,10.1,736,66.9,64.1,69.6
2024-09-30,"SUB_ICB_LOC","00R","E38000015","NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00R",1536,2202.7,69.7,62,76.5,34986,4.4,4.2,4.6,20,400,5,3.3,7.6,120,1601,7.5,6.3,8.9,943,58.9,56.5,61.3
2024-09-30,"SUB_ICB_LOC","00T","E38000016","NHS GREATER MANCHESTER ICB - 00T",2406,3337.2,72.1,64.3,78.9,54516,4.4,4.2,4.6,125,1123,11.1,9.4,13.1,186,2500,7.4,6.5,8.5,1809,72.4,70.6,74.1
2024-09-30,"SUB_ICB_LOC","00V","E38000024","NHS GREATER MANCHESTER ICB - 00V",1845,2424.8,76.1,67.8,83.3,38292,4.8,4.6,5,17,181,9.4,5.9,14.5,172,1910,9,7.8,10.4,1213,63.5,61.3,65.6
2024-09-30,"SUB_ICB_LOC","02T","E38000025","NHS WEST YORKSHIRE ICB - 02T",1788,2648.4,67.5,60.1,74,43247,4.1,4,4.3,84,1151,7.3,5.9,8.9,141,1860,7.6,6.5,8.9,1255,67.5,65.3,69.6
2024-09-30,"ICB","QRL","E54000042","NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD",17084,27446.4,62.2,56.1,67.5,409774,4.2,4.1,4.2,291,4767,6.1,5.5,6.8,1906,17501,10.9,10.4,11.4,10711,61.2,60.5,61.9
2024-09-30,"ICB","QR1","E54000043","NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD",6556,10000,65.6,58.9,71.2,151375,4.3,4.2,4.4,218,2217,9.8,8.7,11.1,598,6724,8.9,8.2,9.6,4340,64.5,63.4,65.7
2024-09-30,"ICB","QU9","E54000044","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",14626,23391.8,62.5,56.3,67.8,350901,4.2,4.1,4.2,414,2550,16.2,14.9,17.7,1244,14930,8.3,7.9,8.8,9656,64.7,63.9,65.4
2024-09-30,"ICB","QE1","E54000048","NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD",16497,23795.6,69.3,62.4,75.2,375848,4.4,4.3,4.5,395,5081,7.8,7.1,8.5,1174,17041,6.9,6.5,7.3,10968,64.4,63.6,65.1
2024-09-30,"ICB","QHM","E54000050","NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD",28249,41153.7,68.6,61.7,74.4,663027,4.3,4.2,4.3,1442,9269,15.6,14.8,16.3,2104,29281,7.2,6.9,7.5,18204,62.2,61.6,62.7
2024-09-30,"ICB","QOQ","E54000051","NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD",15628,26120,59.8,53.8,64.9,406823,3.8,3.8,3.9,1103,7346,15,14.2,15.9,1069,16163,6.6,6.2,7,10060,62.2,61.5,63
2024-09-30,"ICB","QWO","E54000054","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",19389,27807.5,69.7,62.7,75.7,441968,4.4,4.3,4.4,1572,8670,18.1,17.3,19,1843,20102,9.2,8.8,9.6,13425,66.8,66.1,67.4
2024-09-30,"ICB","QHL","E54000055","NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD",9069,14615.4,62.1,55.8,67.4,223160,4.1,4,4.1,320,2652,12.1,10.9,13.4,982,9406,10.4,9.8,11.1,5954,63.3,62.3,64.3
2024-09-30,"ICB","QUE","E54000056","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",6763,11157.2,60.6,54.5,65.9,171455,3.9,3.9,4,259,1784,14.5,13,16.2,652,6976,9.3,8.7,10.1,4441,63.7,62.5,64.8
2024-09-30,"ICB","QOP","E54000057","NHS GREATER MANCHESTER INTEGRATED CARE BOARD",22686,30488.8,74.4,66.9,80.7,496414,4.6,4.5,4.6,795,8836,9,8.4,9.6,1620,23505,6.9,6.6,7.2,15802,67.2,66.6,67.8
2024-09-30,"ICB","QJ2","E54000058","NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD",10272,14967.8,68.6,61.7,74.5,235216,4.4,4.3,4.5,683,2374,28.8,27,30.6,1011,10769,9.4,8.9,10,6429,59.7,58.8,60.6
2024-09-30,"ICB","QPM","E54000059","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD",5929,9068.6,65.4,58.6,71.1,145198,4.1,4,4.2,196,2523,7.8,6.8,8.9,596,6087,9.8,9.1,10.6,3680,60.5,59.2,61.7
2024-09-30,"ICB","QT1","E54000060","NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",10457,14737.8,71,63.7,77.1,229432,4.6,4.5,4.6,226,2903,7.8,6.9,8.8,991,10917,9.1,8.6,9.6,7054,64.6,63.7,65.5
2024-09-30,"ICB","QF7","E54000061","NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD",12590,16597.9,75.9,68.2,82.3,262925,4.8,4.7,4.9,509,4479,11.4,10.5,12.3,915,13094,7,6.6,7.4,8450,64.5,63.7,65.3
2024-09-30,"ICB","QH8","E54000026","NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD",11044,16362.5,67.5,60.7,73.3,246570,4.5,4.4,4.6,525,3142,16.7,15.4,18.1,1036,11381,9.1,8.6,9.6,7499,65.9,65,66.8
2024-09-30,"ICB","QRV","E54000027","NHS NORTH WEST LONDON INTEGRATED CARE BOARD",12869,19688.2,65.4,58.6,71,323081,4,3.9,4.1,704,6693,10.5,9.8,11.3,1138,13399,8.5,8,9,8222,61.4,60.5,62.2
2024-09-30,"ICB","QMJ","E54000028","NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD",8852,13131.6,67.4,60.5,73.2,210139,4.2,4.1,4.3,175,1558,11.2,9.8,12.9,789,9118,8.7,8.1,9.2,5341,58.6,57.6,59.6
2024-09-30,"ICB","QMF","E54000029","NHS NORTH EAST LONDON INTEGRATED CARE BOARD",8366,13595.1,61.5,55,66.9,229392,3.6,3.6,3.7,317,3583,8.8,8,9.8,782,8748,8.9,8.4,9.6,5757,65.8,64.8,66.8
2024-09-30,"ICB","QKK","E54000030","NHS SOUTH EAST LONDON INTEGRATED CARE BOARD",10877,15430.6,70.5,63.2,76.6,249158,4.4,4.3,4.4,447,3672,12.2,11.2,13.3,896,11287,7.9,7.5,8.5,6695,59.3,58.4,60.2
2024-09-30,"ICB","QWE","E54000031","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",10518,14476.3,72.7,65.3,79,228574,4.6,4.5,4.7,267,1869,14.3,12.8,15.9,1070,10890,9.8,9.3,10.4,6948,63.8,62.9,64.7
2024-09-30,"ICB","QKS","E54000032","NHS KENT AND MEDWAY INTEGRATED CARE BOARD",15535,25808,60.2,54.2,65.3,395397,3.9,3.9,4,378,3124,12.1,11,13.3,1382,16034,8.6,8.2,9.1,10032,62.6,61.8,63.3
2024-09-30,"ICB","QNQ","E54000034","NHS FRIMLEY INTEGRATED CARE BOARD",6109,8977.7,68,61.2,74,136050,4.5,4.4,4.6,227,1330,17.1,15.1,19.2,539,6253,8.6,7.9,9.3,3972,63.5,62.3,64.7
2024-09-30,"ICB","QT6","E54000036","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",6061,9898,61.2,54.9,66.6,154057,3.9,3.8,4,215,1502,14.3,12.6,16.2,567,6179,9.2,8.5,9.9,3192,51.7,50.4,52.9
2024-09-30,"ICB","QJK","E54000037","NHS DEVON INTEGRATED CARE BOARD",12109,20545.6,58.9,53.1,64,308380,3.9,3.9,4,547,3266,16.7,15.5,18.1,1097,12400,8.8,8.4,9.4,7631,61.5,60.7,62.4
2024-09-30,"ICB","QSL","E54000038","NHS SOMERSET INTEGRATED CARE BOARD",5632,10038.3,56.1,50.4,61,151115,3.7,3.6,3.8,68,583,11.7,9.3,14.5,424,5791,7.3,6.7,8,3455,59.7,58.4,60.9
2024-09-30,"ICB","QUY","E54000039","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",8600,11987.9,71.7,64.6,77.9,179372,4.8,4.7,4.9,36,946,3.8,2.8,5.2,675,8841,7.6,7.1,8.2,5780,65.4,64.4,66.4
2024-09-30,"ICB","QOX","E54000040","NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",8447,13782.4,61.3,55.1,66.6,209088,4,4,4.1,299,2984,10,9,11.1,606,8675,7,6.5,7.5,5479,63.2,62.1,64.2
2024-09-30,"ICB","QVV","E54000041","NHS DORSET INTEGRATED CARE BOARD",8484,14514,58.5,52.7,63.5,209456,4.1,4,4.1,162,3739,4.3,3.7,5,668,8705,7.7,7.1,8.3,5564,63.9,62.9,64.9
2024-09-30,"ICB","QNX","E54000064","NHS SUSSEX ICB",17749,28184.9,63,56.8,68.3,410331,4.3,4.3,4.4,368,5495,6.7,6.1,7.4,1511,18152,8.3,7.9,8.7,11392,62.8,62.1,63.5
2024-09-30,"NHS_REGION","Y56","E40000003","LONDON",51482,76321.8,67.5,60.6,73.2,1240344,4.2,4.1,4.2,1910,17375,11,10.5,11.5,4675,53442,8.7,8.5,9,32963,61.7,61.3,62.1
2024-09-30,"NHS_REGION","Y60","E40000011","MIDLANDS",93988,144024.7,65.3,58.8,70.7,2229800,4.2,4.2,4.2,3450,30902,11.2,10.8,11.5,9237,97362,9.5,9.3,9.7,59060,60.7,60.4,61
2024-09-30,"SUB_ICB_LOC","09D","E38000021","NHS SUSSEX ICB - 09D",1876,2895.7,64.8,57.7,70.9,45208,4.1,4,4.3,84,433,19.4,16,23.4,123,1933,6.4,5.4,7.5,1176,60.8,58.6,63
2024-09-30,"SUB_ICB_LOC","15N","E38000230","NHS DEVON ICB - 15N",12109,20545.6,58.9,53.1,64,308380,3.9,3.9,4,547,3266,16.7,15.5,18.1,1097,12400,8.8,8.4,9.4,7631,61.5,60.7,62.4
2024-09-30,"SUB_ICB_LOC","97R","E38000235","NHS SUSSEX ICB - 97R",6396,10244.4,62.4,56.2,67.9,149216,4.3,4.2,4.4,131,2410,5.4,4.6,6.4,692,6540,10.6,9.9,11.3,4007,61.3,60.1,62.4
2024-09-30,"COUNTRY","ENG","E92000001","ENGLAND",480086,732831.3,65.5,59,71.1,11337894,4.2,4.2,4.2,18500,149562,12.4,12.2,12.5,43564,495488,8.8,8.7,8.9,310405,62.6,62.5,62.8
2024-09-30,"SUB_ICB_LOC","02H","E38000205","NHS GREATER MANCHESTER ICB - 02H",3017,4063.6,74.2,66.3,81.1,66928,4.5,4.4,4.7,126,2337,5.4,4.5,6.4,148,3099,4.8,4.1,5.6,2075,67,65.3,68.6
