"ACH_DATE","ORG_TYPE","ORG_CODE","ONS_CODE","AREA_NAME","DEMENTIA_REGISTER_65_PLUS","DEMENTIA_ESTIMATE_65_PLUS","DIAG_RATE_65_PLUS","DIAG_RATE_65_PLUS_LL","DIAG_RATE_65_PLUS_UL","PAT_LIST_65_PLUS","Prevalence_65_PLUS_percent","Prevalence_65_PLUS_percent_LCI","Prevalence_65_PLUS_percent_UCI","ASS_Received_GP_Mem_Clinic","ASS_Received_GP","MemoryClinicPercent","MemoryClinicPercent_LCI","MemoryClinicPercent_UCI","DEM_REGISTER_WITH_ANTIPSYMEDS_ALL_AGES","DEMENTIA_REGISTER_ALL_AGES","AP_Percent","AP_Percent_LCI","AP_Percent_UCI","DIAG_Received_Care_Plan","CarePlansPercent","CarePlansPercent_LCI","CarePlansPercent_UCI"
2023-08-31,"SUB_ICB_LOC","06K","E38000049","NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06K",4550,7280.4,62.5,56.2,68,107701,4.2,4.1,4.3,82,1441,5.7,4.6,7,377,4675,8.1,7.3,8.9,2905,62.1,60.7,63.5
2023-08-31,"SUB_ICB_LOC","06L","E38000086","NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06L",3598,6245.7,57.6,51.7,62.7,94237,3.8,3.7,3.9,435,1066,40.8,37.9,43.8,338,3700,9.1,8.2,10.1,2480,67,65.5,68.5
2023-08-31,"SUB_ICB_LOC","06N","E38000079","NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06N",4587,7368.8,62.2,55.9,67.7,109106,4.2,4.1,4.3,222,683,32.5,29.1,36.1,515,4722,10.9,10,11.8,3001,63.6,62.2,64.9
2023-08-31,"SUB_ICB_LOC","06Q","E38000106","NHS MID AND SOUTH ESSEX ICB - 06Q",3159,5416.5,58.3,52.2,63.6,83214,3.8,3.7,3.9,95,750,12.7,10.5,15.2,326,3254,10,9,11.1,1931,59.3,57.6,61
2023-08-31,"SUB_ICB_LOC","06T","E38000117","NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T",3609,5420.7,66.6,59.7,72.5,81635,4.4,4.3,4.6,107,960,11.1,9.3,13.3,595,3768,15.8,14.7,17,2360,62.6,61.1,64.2
2023-08-31,"SUB_ICB_LOC","07G","E38000185","NHS MID AND SOUTH ESSEX ICB - 07G",1054,1570.4,67.1,59.3,74.1,25546,4.1,3.9,4.4,44,350,12.6,9.5,16.5,116,1090,10.6,8.9,12.6,724,66.4,63.6,69.2
2023-08-31,"SUB_ICB_LOC","07H","E38000197","NHS HERTFORDSHIRE AND WEST ESSEX ICB - 07H",2784,3928.7,70.9,63.5,77.4,58438,4.8,4.6,4.9,36,756,4.8,3.5,6.5,234,2863,8.2,7.2,9.2,1550,54.1,52.3,56
2023-08-31,"SUB_ICB_LOC","07K","E38000204","NHS SUFFOLK AND NORTH EAST ESSEX ICB - 07K",2336,4228.3,55.2,49.4,60.4,64542,3.6,3.5,3.8,133,431,30.9,26.7,35.4,270,2376,11.4,10.1,12.7,1410,59.3,57.4,61.3
2023-08-31,"SUB_ICB_LOC","10Q","E38000136","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 10Q",5849,9348.8,62.6,56.2,68,140231,4.2,4.1,4.3,113,699,16.2,13.6,19.1,527,5987,8.8,8.1,9.5,3633,60.7,59.4,61.9
2023-08-31,"SUB_ICB_LOC","10R","E38000137","NHS HAMPSHIRE AND ISLE OF WIGHT ICB - 10R",1408,2191,64.3,57,70.6,34305,4.1,3.9,4.3,20,676,3,1.9,4.5,152,1454,10.5,9,12.1,627,43.1,40.6,45.7
2023-08-31,"SUB_ICB_LOC","11J","E38000045","NHS DORSET ICB - 11J",7924,14240.1,55.6,50.1,60.5,206265,3.8,3.8,3.9,141,3422,4.1,3.5,4.8,714,8150,8.8,8.2,9.4,4926,60.4,59.4,61.5
2023-08-31,"SUB_ICB_LOC","11M","E38000062","NHS GLOUCESTERSHIRE ICB - 11M",6228,9716.5,64.1,57.6,69.7,148163,4.2,4.1,4.3,171,2157,7.9,6.9,9.1,590,6412,9.2,8.5,9.9,3865,60.3,59.1,61.5
2023-08-31,"SUB_ICB_LOC","11N","E38000089","NHS CORNWALL AND THE ISLES OF SCILLY ICB - 11N",5559,9549.5,58.2,52.3,63.3,149952,3.7,3.6,3.8,193,1156,16.7,14.7,19,502,5686,8.8,8.1,9.6,2967,52.2,50.9,53.5
2023-08-31,"SUB_ICB_LOC","11X","E38000150","NHS SOMERSET ICB - 11X",5460,9784,55.8,50.1,60.7,148347,3.7,3.6,3.8,66,510,12.9,10.3,16.1,451,5607,8,7.4,8.8,3246,57.9,56.6,59.2
2023-08-31,"SUB_ICB_LOC","12F","E38000208","NHS CHESHIRE AND MERSEYSIDE ICB - 12F",3081,4772.6,64.6,57.8,70.4,74460,4.1,4,4.3,54,376,14.4,11.2,18.3,410,3193,12.8,11.7,14,2222,69.6,68,71.2
2023-08-31,"SUB_ICB_LOC","13T","E38000212","NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T",4025,5497.5,73.2,65.6,79.8,86216,4.7,4.5,4.8,47,1479,3.2,2.4,4.2,334,4185,8,7.2,8.8,2526,60.4,58.9,61.8
2023-08-31,"SUB_ICB_LOC","14L","E38000217","NHS GREATER MANCHESTER ICB - 14L",2672,3743.3,71.4,63.4,78,65890,4.1,3.9,4.2,66,1285,5.1,4.1,6.5,219,2796,7.8,6.9,8.9,1886,67.5,65.7,69.2
2023-08-31,"SUB_ICB_LOC","14Y","E38000223","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 14Y",4251,7418.2,57.3,51.4,62.3,110423,3.8,3.7,4,107,878,12.2,10.2,14.5,332,4344,7.6,6.9,8.5,2487,57.3,55.8,58.7
2023-08-31,"SUB_ICB_LOC","15A","E38000221","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A",3787,5907.7,64.1,57.4,69.8,91791,4.1,4,4.3,162,570,28.4,24.9,32.3,330,3887,8.5,7.7,9.4,2262,58.2,56.6,59.7
2023-08-31,"SUB_ICB_LOC","15C","E38000222","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB - 15C",7887,11700,67.4,60.7,73.3,176400,4.5,4.4,4.6,59,763,7.7,6,9.8,627,8136,7.7,7.1,8.3,5092,62.6,61.5,63.6
2023-08-31,"SUB_ICB_LOC","15E","E38000258","NHS BIRMINGHAM AND SOLIHULL ICB - 15E",8582,14339.8,59.8,53.8,65,218971,3.9,3.8,4,254,2422,10.5,9.3,11.8,1003,8935,11.2,10.6,11.9,5710,63.9,62.9,64.9
2023-08-31,"SUB_ICB_LOC","15F","E38000225","NHS WEST YORKSHIRE ICB - 15F",6089,8777.5,69.4,62.3,75.4,136865,4.4,4.3,4.6,513,1802,28.5,26.4,30.6,347,6268,5.5,5,6.1,3967,63.3,62.1,64.5
2023-08-31,"SUB_ICB_LOC","15M","E38000261","NHS DERBY AND DERBYSHIRE ICB - 15M",9899,14549.4,68,61.1,73.9,230597,4.3,4.2,4.4,570,1754,32.5,30.3,34.7,992,10550,9.4,8.9,10,6338,60.1,59.1,61
2023-08-31,"SUB_ICB_LOC","16C","E38000247","NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C",6150,8475.4,72.6,65,78.9,138012,4.5,4.3,4.6,378,2056,18.4,16.8,20.1,390,6392,6.1,5.5,6.7,4127,64.6,63.4,65.7
2023-08-31,"SUB_ICB_LOC","18C","E38000236","NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C",6793,12585.5,54,48.5,58.7,193724,3.5,3.4,3.6,99,1597,6.2,5.1,7.5,765,6976,11,10.3,11.7,4600,65.9,64.8,67
2023-08-31,"SUB_ICB_LOC","26A","E38000239","NHS NORFOLK AND WAVENEY ICB - 26A",10632,17705.5,60,54,65.2,266158,4,3.9,4.1,389,2388,16.3,14.9,17.8,1280,10960,11.7,11.1,12.3,6398,58.4,57.5,59.3
2023-08-31,"SUB_ICB_LOC","27D","E38000233","NHS CHESHIRE AND MERSEYSIDE ICB - 27D",7571,11406.7,66.4,59.7,72.1,174830,4.3,4.2,4.4,131,1317,9.9,8.4,11.7,786,7760,10.1,9.5,10.8,5137,66.2,65.1,67.2
2023-08-31,"SUB_ICB_LOC","36J","E38000232","NHS WEST YORKSHIRE ICB - 36J",4911,6550.6,75,67.3,81.6,103784,4.7,4.6,4.9,279,1602,17.4,15.6,19.4,729,5107,14.3,13.3,15.3,3340,65.4,64.1,66.7
2023-08-31,"SUB_ICB_LOC","36L","E38000245","NHS SOUTH WEST LONDON ICB - 36L",10016,14088.8,71.1,63.9,77.3,223000,4.5,4.4,4.6,233,1877,12.4,11,14,966,10374,9.3,8.8,9.9,6506,62.7,61.8,63.6
2023-08-31,"SUB_ICB_LOC","42D","E38000241","NHS HUMBER AND NORTH YORKSHIRE ICB - 42D",4340,7319.7,59.3,53.2,64.5,112651,3.9,3.7,4,240,1637,14.7,13,16.5,245,4452,5.5,4.9,6.2,2940,66,64.6,67.4
2023-08-31,"SUB_ICB_LOC","52R","E38000243","NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R",8897,12624.2,70.5,63.4,76.5,197250,4.5,4.4,4.6,139,2204,6.3,5.4,7.4,892,9381,9.5,8.9,10.1,5828,62.1,61.1,63.1
2023-08-31,"SUB_ICB_LOC","71E","E38000238","NHS LINCOLNSHIRE ICB - 71E",7876,12218.9,64.5,57.9,70,191414,4.1,4,4.2,440,2818,15.6,14.3,17,717,8231,8.7,8.1,9.3,4803,58.4,57.3,59.4
2023-08-31,"SUB_ICB_LOC","72Q","E38000244","NHS SOUTH EAST LONDON ICB - 72Q",10446,15027.9,69.5,62.3,75.5,241410,4.3,4.2,4.4,377,3361,11.2,10.2,12.3,887,10834,8.2,7.7,8.7,6812,62.9,62,63.8
2023-08-31,"SUB_ICB_LOC","78H","E38000262","NHS NORTHAMPTONSHIRE ICB - 78H",5581,8772.6,63.6,57,69.2,141874,3.9,3.8,4,150,2121,7.1,6.1,8.2,610,5770,10.6,9.8,11.4,3381,58.6,57.3,59.9
2023-08-31,"SUB_ICB_LOC","84H","E38000234","NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H",5191,7202.3,72.1,64.6,78.5,119089,4.4,4.2,4.5,232,1209,19.2,17.1,21.5,393,5433,7.2,6.6,8,3432,63.2,61.9,64.4
2023-08-31,"SUB_ICB_LOC","91Q","E38000237","NHS KENT AND MEDWAY ICB - 91Q",14794,25051.4,59.1,53.1,64.1,387311,3.8,3.8,3.9,312,2496,12.5,11.3,13.9,1300,15297,8.5,8.1,9,9523,62.3,61.5,63
2023-08-31,"SUB_ICB_LOC","92A","E38000264","NHS SURREY HEARTLANDS ICB - 92A",9808,14771.7,66.4,59.8,72.1,211299,4.6,4.6,4.7,109,1152,9.5,7.9,11.3,952,10004,9.5,9,10.1,6332,63.3,62.3,64.2
2023-08-31,"SUB_ICB_LOC","92G","E38000231","NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",7760,13345.8,58.1,52.3,63.2,203644,3.8,3.7,3.9,196,2611,7.5,6.6,8.6,556,7954,7,6.5,7.6,4985,62.7,61.6,63.7
2023-08-31,"SUB_ICB_LOC","93C","E38000240","NHS NORTH CENTRAL LONDON ICB - 93C",8399,12372.6,67.9,60.9,73.8,198298,4.2,4.1,4.3,148,1351,11,9.4,12.7,688,8662,7.9,7.4,8.5,5373,62,61,63
2023-08-31,"SUB_ICB_LOC","99A","E38000101","NHS CHESHIRE AND MERSEYSIDE ICB - 99A",3070,4958.4,61.9,55.3,67.5,84383,3.6,3.5,3.8,118,1123,10.5,8.8,12.4,454,3211,14.1,13,15.4,2066,64.3,62.7,66
2023-08-31,"SUB_ICB_LOC","99C","E38000127","NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C",2066,2920.8,70.7,63,77.4,46928,4.4,4.2,4.6,34,845,4,2.9,5.6,146,2133,6.8,5.8,8,1354,63.5,61.4,65.5
2023-08-31,"SUB_ICB_LOC","99E","E38000007","NHS MID AND SOUTH ESSEX ICB - 99E",1919,3435.3,55.9,49.8,61.2,51577,3.7,3.6,3.9,100,752,13.3,11.1,15.9,207,2005,10.3,9.1,11.7,1261,62.9,60.8,65
2023-08-31,"SUB_ICB_LOC","99F","E38000030","NHS MID AND SOUTH ESSEX ICB - 99F",2035,2990.7,68,60.8,74.4,44239,4.6,4.4,4.8,86,284,30.3,25.2,35.9,146,2086,7,6,8.2,1428,68.5,66.4,70.4
2023-08-31,"SUB_ICB_LOC","99G","E38000168","NHS MID AND SOUTH ESSEX ICB - 99G",1964,2438.1,80.6,71.9,88.2,36189,5.4,5.2,5.7,76,277,27.4,22.5,33,174,2052,8.5,7.4,9.8,1495,72.9,70.9,74.7
2023-08-31,"SUB_ICB_LOC","A3A8R","E38000255","NHS NORTH EAST LONDON ICB - A3A8R",7994,13283.7,60.2,53.8,65.4,223141,3.6,3.5,3.7,299,3589,8.3,7.5,9.3,763,8377,9.1,8.5,9.7,5494,65.6,64.6,66.6
2023-08-31,"SUB_ICB_LOC","B2M3M","E38000251","NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M",6979,12216.7,57.1,51.4,62.1,186765,3.7,3.7,3.8,194,1942,10,8.7,11.4,811,7222,11.2,10.5,12,4433,61.4,60.3,62.5
2023-08-31,"SUB_ICB_LOC","D2P2L","E38000259","NHS BLACK COUNTRY ICB - D2P2L",9116,14342.6,63.6,57.2,69,219765,4.1,4.1,4.2,253,4055,6.2,5.5,7,1070,9490,11.3,10.7,11.9,4552,48,47,49
2023-08-31,"SUB_ICB_LOC","D4U1Y","E38000252","NHS FRIMLEY ICB - D4U1Y",5866,8697.6,67.4,60.6,73.3,132850,4.4,4.3,4.5,177,1173,15.1,13.2,17.3,486,6002,8.1,7.4,8.8,3717,61.9,60.7,63.1
2023-08-31,"SUB_ICB_LOC","D9Y0V","E38000253","NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V",15048,24637.9,61.1,55,66.3,368716,4.1,4,4.1,239,3402,7,6.2,7.9,1752,15448,11.3,10.9,11.9,8616,55.8,55,56.6
2023-08-31,"SUB_ICB_LOC","M1J4Y","E38000249","NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES ICB - M1J4Y",6843,10179.5,67.2,60.3,73.1,164492,4.2,4.1,4.3,298,2316,12.9,11.6,14.3,666,7146,9.3,8.7,10,4344,60.8,59.7,61.9
2023-08-31,"SUB_ICB_LOC","M2L0M","E38000257","NHS SHROPSHIRE, TELFORD AND WREKIN ICB - M2L0M",4566,7671.1,59.5,53.4,64.8,119353,3.8,3.7,3.9,93,633,14.7,12.1,17.7,397,4697,8.5,7.7,9.3,2838,60.4,59,61.8
2023-08-31,"SUB_ICB_LOC","W2U3Z","E38000256","NHS NORTH WEST LONDON ICB - W2U3Z",12136,18987.7,63.9,57.3,69.4,312684,3.9,3.8,3.9,541,4890,11.1,10.2,12,1042,12711,8.2,7.7,8.7,8182,64.4,63.5,65.2
2023-08-31,"SUB_ICB_LOC","X2C4Y","E38000254","NHS WEST YORKSHIRE ICB - X2C4Y",3153,4896.2,64.4,57.6,70.3,78525,4,3.9,4.2,191,1884,10.1,8.9,11.6,281,3312,8.5,7.6,9.5,2072,62.6,60.9,64.2
2023-08-31,"ICB","QWE","E54000031","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",10016,14088.8,71.1,63.9,77.3,223000,4.5,4.4,4.6,233,1877,12.4,11,14,966,10374,9.3,8.8,9.9,6506,62.7,61.8,63.6
2023-08-31,"ICB","QWO","E54000054","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",18556,27170,68.3,61.4,74.1,433384,4.3,4.2,4.3,1302,7546,17.3,16.4,18.1,1814,19294,9.4,9,9.8,12368,64.1,63.4,64.8
2023-09-30,"SUB_ICB_LOC","11X","E38000150","NHS SOMERSET ICB - 11X",5466,9800.6,55.8,50.1,60.6,148530,3.7,3.6,3.8,83,592,14,11.5,17,470,5617,8.4,7.7,9.1,3189,56.8,55.5,58.1
2023-09-30,"SUB_ICB_LOC","05Q","E38000153","NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05Q",2117,3105.4,68.2,60.8,74.6,48680,4.3,4.2,4.5,108,474,22.8,19.2,26.8,126,2179,5.8,4.9,6.8,1356,62.2,60.2,64.2
2023-09-30,"SUB_ICB_LOC","01T","E38000161","NHS CHESHIRE AND MERSEYSIDE ICB - 01T",1222,2014.3,60.7,53.8,66.8,31889,3.8,3.6,4,90,771,11.7,9.6,14.1,98,1252,7.8,6.5,9.4,801,64,61.3,66.6
2023-09-30,"SUB_ICB_LOC","00N","E38000163","NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N",1414,2024.4,69.8,61.9,76.7,32719,4.3,4.1,4.5,95,542,17.5,14.6,21,113,1465,7.7,6.5,9.2,861,58.8,56.2,61.3
2023-09-30,"SUB_ICB_LOC","99G","E38000168","NHS MID AND SOUTH ESSEX ICB - 99G",1963,2439.8,80.5,71.8,88,36251,5.4,5.2,5.7,85,317,26.8,22.2,31.9,171,2050,8.3,7.2,9.6,1484,72.4,70.4,74.3
2023-09-30,"SUB_ICB_LOC","01V","E38000170","NHS CHESHIRE AND MERSEYSIDE ICB - 01V",1703,2376.1,71.7,63.9,78.5,34070,5,4.8,5.2,179,1038,17.2,15.1,19.7,198,1748,11.3,9.9,12.9,1109,63.4,61.2,65.7
2023-09-30,"SUB_ICB_LOC","01X","E38000172","NHS CHESHIRE AND MERSEYSIDE ICB - 01X",1788,2563.3,69.8,62,76.5,41217,4.3,4.1,4.5,102,609,16.7,14,19.9,151,1859,8.1,7,9.5,1053,56.6,54.4,58.9
2023-09-30,"SUB_ICB_LOC","05V","E38000173","NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05V",1404,2323.2,60.4,53.7,66.4,35751,3.9,3.7,4.1,79,340,23.2,19.1,28,76,1437,5.3,4.2,6.6,882,61.4,58.8,63.9
2023-09-30,"SUB_ICB_LOC","01W","E38000174","NHS GREATER MANCHESTER ICB - 01W",2970,4161.7,71.4,63.9,77.9,62746,4.7,4.6,4.9,54,490,11,8.5,14.1,201,3062,6.6,5.7,7.5,2058,67.2,65.5,68.9
2023-09-30,"SUB_ICB_LOC","05W","E38000175","NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W",2854,3193,89.4,79.9,97.5,50737,5.6,5.4,5.8,71,1605,4.4,3.5,5.5,263,2943,8.9,8,10,1786,60.7,58.9,62.4
2023-09-30,"SUB_ICB_LOC","00P","E38000176","NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P",2264,3578.4,63.3,56.4,69.2,58252,3.9,3.7,4,116,661,17.5,14.8,20.6,244,2347,10.4,9.2,11.7,1375,58.6,56.6,60.6
2023-09-30,"SUB_ICB_LOC","07G","E38000185","NHS MID AND SOUTH ESSEX ICB - 07G",1051,1574.3,66.8,59,73.7,25596,4.1,3.9,4.4,56,419,13.4,10.4,17,116,1087,10.7,9,12.6,726,66.8,63.9,69.5
2023-09-30,"SUB_ICB_LOC","02A","E38000187","NHS GREATER MANCHESTER ICB - 02A",1882,2863,65.7,58.6,72,43345,4.3,4.2,4.5,93,462,20.1,16.7,24,100,1937,5.2,4.3,6.2,1093,56.4,54.2,58.6
2023-09-30,"SUB_ICB_LOC","03Q","E38000188","NHS HUMBER AND NORTH YORKSHIRE ICB - 03Q",2640,5046.6,52.3,46.8,57.1,77172,3.4,3.3,3.6,87,1008,8.6,7.1,10.5,120,2700,4.4,3.7,5.3,1836,68,66.2,69.7
2023-09-30,"SUB_ICB_LOC","03R","E38000190","NHS WEST YORKSHIRE ICB - 03R",2773,4389.3,63.2,56.4,69,72056,3.8,3.7,4,296,1626,18.2,16.4,20.2,326,2907,11.2,10.1,12.4,1910,65.7,64,67.4
2023-09-30,"SUB_ICB_LOC","02E","E38000194","NHS CHESHIRE AND MERSEYSIDE ICB - 02E",1963,2699.1,72.7,64.8,79.6,42788,4.6,4.4,4.8,146,734,19.9,17.2,22.9,252,2019,12.5,11.1,14,1173,58.1,55.9,60.2
2023-09-30,"SUB_ICB_LOC","07H","E38000197","NHS HERTFORDSHIRE AND WEST ESSEX ICB - 07H",2792,3940.5,70.9,63.4,77.3,58575,4.8,4.6,4.9,48,905,5.3,4,7,238,2876,8.3,7.3,9.3,1522,52.9,51.1,54.7
2023-09-30,"SUB_ICB_LOC","02G","E38000200","NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02G",1167,1653.1,70.6,62.6,77.8,25954,4.5,4.3,4.8,30,270,11.1,7.9,15.4,89,1201,7.4,6.1,9,682,56.8,54,59.6
2023-09-30,"SUB_ICB_LOC","04V","E38000201","NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04V",3310,5167.9,64,57.3,69.9,82398,4,3.9,4.2,109,1019,10.7,8.9,12.7,316,3429,9.2,8.3,10.2,1917,55.9,54.2,57.6
2023-09-30,"SUB_ICB_LOC","07K","E38000204","NHS SUFFOLK AND NORTH EAST ESSEX ICB - 07K",2352,4245.3,55.4,49.5,60.6,64696,3.6,3.5,3.8,157,496,31.7,27.7,35.9,277,2392,11.6,10.4,12.9,1397,58.4,56.4,60.4
2023-09-30,"SUB_ICB_LOC","02H","E38000205","NHS GREATER MANCHESTER ICB - 02H",2828,3969.6,71.2,63.6,77.8,65990,4.3,4.1,4.4,131,1638,8,6.8,9.4,147,2918,5,4.3,5.9,1714,58.7,56.9,60.5
2023-09-30,"SUB_ICB_LOC","12F","E38000208","NHS CHESHIRE AND MERSEYSIDE ICB - 12F",3138,4778.4,65.7,58.8,71.6,74553,4.2,4.1,4.4,63,448,14.1,11.1,17.6,419,3252,12.9,11.8,14.1,2223,68.4,66.7,69.9
2023-09-30,"SUB_ICB_LOC","13T","E38000212","NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T",4017,5507,72.9,65.4,79.4,86320,4.7,4.5,4.8,67,1780,3.8,3,4.8,340,4172,8.1,7.4,9,2439,58.5,57,59.9
2023-09-30,"SUB_ICB_LOC","01H","E38000215","NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H",2845,5023.6,56.6,50.7,61.8,79691,3.6,3.4,3.7,184,538,34.2,30.3,38.3,270,2950,9.2,8.2,10.2,1897,64.3,62.6,66
2023-09-30,"SUB_ICB_LOC","14L","E38000217","NHS GREATER MANCHESTER ICB - 14L",2685,3744.6,71.7,63.7,78.4,65998,4.1,3.9,4.2,80,1516,5.3,4.3,6.5,218,2810,7.8,6.8,8.8,1865,66.4,64.6,68.1
2023-09-30,"SUB_ICB_LOC","15A","E38000221","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A",3803,5930.6,64.1,57.5,69.9,92030,4.1,4,4.3,198,704,28.1,24.9,31.6,336,3900,8.6,7.8,9.5,2230,57.2,55.6,58.7
2023-09-30,"SUB_ICB_LOC","15C","E38000222","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB - 15C",7978,11735.4,68,61.2,73.8,176744,4.5,4.4,4.6,79,924,8.5,6.9,10.5,639,8219,7.8,7.2,8.4,4995,60.8,59.7,61.8
2023-09-30,"SUB_ICB_LOC","14Y","E38000223","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 14Y",4288,7436.5,57.7,51.8,62.8,110682,3.9,3.8,4,120,1055,11.4,9.6,13.4,337,4380,7.7,6.9,8.5,2421,55.3,53.8,56.7
2023-09-30,"SUB_ICB_LOC","15F","E38000225","NHS WEST YORKSHIRE ICB - 15F",6138,8800.7,69.7,62.6,75.9,137176,4.5,4.4,4.6,615,2159,28.5,26.6,30.4,336,6316,5.3,4.8,5.9,3956,62.6,61.4,63.8
2023-09-30,"SUB_ICB_LOC","02M","E38000226","NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M",2264,3461.5,65.4,58.5,71.5,52269,4.3,4.2,4.5,123,506,24.3,20.8,28.2,138,2338,5.9,5,6.9,1382,59.1,57.1,61.1
2023-09-30,"SUB_ICB_LOC","01E","E38000227","NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E",1690,2321.2,72.8,64.8,79.9,36825,4.6,4.4,4.8,28,507,5.5,3.8,7.9,150,1749,8.6,7.4,10,1145,65.5,63.2,67.7
2023-09-30,"SUB_ICB_LOC","15N","E38000230","NHS DEVON ICB - 15N",11611,20343.7,57.1,51.4,61.9,306941,3.8,3.7,3.9,538,3126,17.2,15.9,18.6,1061,11895,8.9,8.4,9.4,6903,58,57.1,58.9
2023-09-30,"SUB_ICB_LOC","97R","E38000235","NHS SUSSEX ICB - 97R",6421,10045.1,63.9,57.5,69.4,147205,4.4,4.3,4.5,435,2417,18,16.5,19.6,715,6586,10.9,10.1,11.6,4042,61.4,60.2,62.5
2023-09-30,"SUB_ICB_LOC","70F","E38000265","NHS SUSSEX ICB - 70F",9338,14715.5,63.5,57.2,68.9,212330,4.4,4.3,4.5,178,2515,7.1,6.1,8.1,707,9548,7.4,6.9,7.9,5803,60.8,59.8,61.8
2023-09-30,"SUB_ICB_LOC","01K","E38000228","NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K",3739,5212.7,71.7,64.3,78.1,80705,4.6,4.5,4.8,84,606,13.9,11.3,16.8,287,3852,7.5,6.7,8.3,2325,60.4,58.8,61.9
2023-09-30,"SUB_ICB_LOC","04C","E38000097","NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04C",2274,3002.9,75.7,67.3,82.8,51011,4.5,4.3,4.6,22,1622,1.4,0.9,2,300,2470,12.1,10.9,13.5,1489,60.3,58.3,62.2
2023-09-30,"SUB_ICB_LOC","99A","E38000101","NHS CHESHIRE AND MERSEYSIDE ICB - 99A",3107,4972.6,62.5,55.7,68.2,84595,3.7,3.5,3.8,143,1321,10.8,9.3,12.6,460,3240,14.2,13,15.4,2016,62.2,60.5,63.9
2023-09-30,"SUB_ICB_LOC","06Q","E38000106","NHS MID AND SOUTH ESSEX ICB - 06Q",3244,5525.4,58.7,52.6,64,84814,3.8,3.7,4,116,885,13.1,11,15.5,344,3342,10.3,9.3,11.4,1944,58.2,56.5,59.8
2023-09-30,"SUB_ICB_LOC","06T","E38000117","NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T",3617,5440.7,66.5,59.6,72.4,81807,4.4,4.3,4.6,133,1100,12.1,10.3,14.2,576,3772,15.3,14.2,16.5,2374,62.9,61.4,64.5
2023-09-30,"SUB_ICB_LOC","03H","E38000119","NHS HUMBER AND NORTH YORKSHIRE ICB - 03H",1382,2274.4,60.8,53.9,66.7,35818,3.9,3.7,4.1,143,603,23.7,20.5,27.3,126,1458,8.6,7.3,10.2,915,62.8,60.2,65.2
2023-09-30,"SUB_ICB_LOC","03K","E38000122","NHS HUMBER AND NORTH YORKSHIRE ICB - 03K",1391,2506.5,55.5,49.2,61,40134,3.5,3.3,3.6,145,1035,14,12,16.3,111,1509,7.4,6.1,8.8,614,40.7,38.2,43.2
2023-09-30,"SUB_ICB_LOC","05G","E38000126","NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05G",2517,3443.7,73.1,65.4,79.8,53093,4.7,4.6,4.9,66,1211,5.5,4.3,6.9,305,2566,11.9,10.7,13.2,1522,59.3,57.4,61.2
2023-09-30,"SUB_ICB_LOC","99C","E38000127","NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C",2061,2928.7,70.4,62.7,77,47011,4.4,4.2,4.6,37,1001,3.7,2.7,5.1,154,2130,7.2,6.2,8.4,1320,62,59.9,64
